GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
G,BAJAJ HOLDINGS & INVS LTD,      3094.30,      3063.75,1
G,BIOCON LIMITED.,       433.30,       429.35,0.92
G,CONTAINER CORP OF IND LTD,       409.65,       406.05,0.89
G,GODREJ CONSUMER PRODUCTS,       705.60,       699.75,0.84
 , , , , 
L,INDRAPRASTHA GAS LTD,       482.40,       496.40,-2.82
L,INFO EDGE (I) LTD,      4206.80,      4306.35,-2.31
L,ALKEM LABORATORIES LTD.,      2789.05,      2841.65,-1.85
L,TATA CONSUMER PRODUCT LTD,       529.30,       538.00,-1.62
L,BHARTI INFRATEL LTD.,       216.00,       218.60,-1.19
L,HDFC AMC LIMITED,      2511.45,      2538.80,-1.08
L,HINDUSTAN ZINC LIMITED,       227.60,       229.70,-0.91
L,ORACLE FIN SERV SOFT LTD.,      3018.00,      3040.15,-0.73
L,GENERAL INS CORP OF INDIA,       140.00,       140.95,-0.67
L,COLGATE PALMOLIVE LTD.,      1504.00,      1513.70,-0.64
L,ADANI GREEN ENERGY LTD,      1134.70,      1136.40,-0.15
L,ABBOTT INDIA LIMITED,     15398.60,     15399.05,0
 , , , , 
 ,OTHER SECURITIES, , , 
 , , , , 
G,SUBEX LTD,        27.30,        22.75,20
G,TRANS & RECTI. LTD,        13.20,        11.00,20
G,AHLADA ENGINEERS LIMITED,        66.40,        55.35,19.96
G,MOLD TEK PACKAGING LTD,        66.20,        55.20,19.93
G,BOND 8.63% PA TF TII-SIIA,      1603.00,      1340.00,19.63
G,MAN INFRA LTD,        34.70,        29.15,19.04
G,ORIENT ABRASIVE LTD,        23.35,        19.85,17.63
G,SEC RED NCD 8.93% SR. 3B,       320.00,       275.00,16.36
G,IRIS CLOTHINGS LIMITED,        42.00,        36.10,16.34
G,UNS RED NCD SR. III,       942.00,       810.10,16.28
G,ORIENTAL AROMATICS LTD,       599.35,       516.85,15.96
G,LOVABLE LINGERIE LTD,        83.75,        72.65,15.28
G,TATA METALIKS LTD,       620.85,       538.95,15.2
G,SEC RED NCD 9.05% SR. II,       195.43,       170.00,14.96
G,SEC RED NCD 8.65% SR. VI,       320.00,       279.00,14.7
G,ELECON ENG. CO. LTD,        41.10,        35.85,14.64
G,PROSEED INDIA LIMITED,          .40,          .35,14.29
G,MANG.CHEM.FERT.LTD,        41.40,        36.65,12.96
G,IIFL FINANCE LIMITED,       112.80,       100.20,12.57
G,VISAGAR POLYTEX LTD,          .45,          .40,12.5
G,CONFIDENCE PETRO IND LTD.,        31.15,        27.70,12.45
G,TIL LTD,       161.20,       143.60,12.26
G,ACTION CONST EQUIP LTD,       126.95,       113.30,12.05
G,PARIN FURNITURE LIMITED,        75.00,        67.00,11.94
G,SEC RED NCD 9.10% SR. IV,       315.00,       281.80,11.78
G,CARE RATINGS LIMITED,       560.30,       501.80,11.66
G,PATEL ENGINEERING LTD.,        13.05,        11.70,11.54
G,VAKRANGEE LIMITED,        42.70,        38.40,11.2
G,CARBORUNDUM UNIVERSAL LTD,       385.80,       346.95,11.2
G,MAHINDRA LIFESPACE DEVLTD,       321.25,       289.35,11.02
 , , , , 
L,DHANI LOANS & SERV LTD,       721.00,       840.00,-14.17
L,SEC RED NCD 8.65% SR. VI,       650.00,       740.00,-12.16
L,SEC RED NCD 9.60 % SR. I,      1071.40,      1177.80,-9.03
L,2.50%GOLDBONDS2025SR-VIII,      4690.75,      5148.00,-8.88
L,GAMMON INFRA PROJ LTD.,          .55,          .60,-8.33
L,SEC RED NCD 9.00% SR. VII,       560.20,       610.00,-8.16
L,2.50% GOLDBONDS2025SR-VII,      4700.00,      5098.00,-7.81
L,SETUBANDHAN INFRA LTD,          .65,          .70,-7.14
L,TFB 7.36% 2025 SR. 1B,      1112.21,      1189.90,-6.53
L,JINDAL WORLDWIDE LTD,        47.75,        51.00,-6.37
L,DHANI LOANS & SERV LTD,       925.00,       987.95,-6.37
L,63 MOONS TECHNOLOGIES LTD,        89.05,        94.95,-6.21
L,ADVANI HOT.& RES.(I) LTD,        56.20,        59.90,-6.18
L,MERCATOR LIMITED,          .80,          .85,-5.88
L,SEC RED NCD 9.57% SR. V,       926.00,       980.00,-5.51
L,NEUEON TOWERS LIMITED,          .90,          .95,-5.26
L,RUSHIL DECOR LIMITED,       150.55,       158.90,-5.25
L,ANKIT MET & POW LTD,          .95,         1.00,-5
L,BKM INDUSTRIES LIMITED,          .95,         1.00,-5
L,GOI LOAN 8.13% 2045,       122.56,       129.00,-4.99
L,KEYNOTE FIN SERV LTD.,       100.00,       105.25,-4.99
L,FUT LIFESTYLE FASH LTD,        89.55,        94.25,-4.99
L,GOI LOAN 11.60% 2020,       108.25,       113.91,-4.97
L,FUTURE RETAIL LIMITED,        78.55,        82.65,-4.96
L,AARON INDUSTRIES LIMITED,        58.50,        61.55,-4.96
L,VIKAS MULTICORP LIMITED,         7.70,         8.10,-4.94
L,NDTV LTD,        40.50,        42.60,-4.93
L,E2E NETWORKS LIMITED,        42.45,        44.65,-4.93
L,SANGINITA CHEMICALS LTD,        27.15,        28.55,-4.9
L,SHIVAM AUTO.LTD,        21.35,        22.45,-4.9
