SERIES,SYMBOL,SECURITY,RECORD_DT,BC_STRT_DT,BC_END_DT,EX_DT,ND_STRT_DT,ND_END_DT,PURPOSE
BE,NTL,Neueon Towers Limited, ,28/12/2020,28/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,BCG,Lycos Internet Limited, ,22/12/2020,28/12/2020,18/12/2020, , ,AGM/DIV - RS 0.05 PER SH 
BE,MOHOTAIND,Mohota Industries Ltd., ,17/12/2020,24/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
BE,HAVISHA,Sri Havisha Hosp infr Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,HEMIPROP,Hemisphere Prop Ind Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,VALIANTORG,Valiant Organics Limited,28/12/2020, , ,24/12/2020, , ,BONUS 1:1                
BE,ORCHPHARMA,Orchid Pharma Limited, ,23/12/2020,30/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SPICEJET,Spicejet Limited, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SEYAIND,Seya Industries Limited, ,20/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,GFSTEELS,Grand Foundry Ltd, ,17/12/2020,23/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
BE,DPWIRES,D P Wires Limited, ,23/12/2020,31/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,GBGLOBAL,GB Global Limited, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
BE,GATI,GATI LIMITED, ,22/12/2020,28/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
BE,POCHIRAJU,Pochiraju Industries Limi, ,20/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,BVCL,Barak Valley Cements Limi, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,GLOBALVECT,Global Vectra Helicorp Li, ,28/12/2020,29/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,MADHAV,Madhav Marbles and Granit, ,19/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,REFEX,Refex Industries Limited, ,25/12/2020,29/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SUJANAUNI,Sujana Universal Industri, ,28/12/2020,28/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,BANG,Bang Overseas Limited, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,JAYNECOIND,Jayaswal Neco Industr Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
BE,GOLDENTOBC,Golden Tobacco Limited, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,KWALITY,Kwality Limited, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
BE,JINDCOT,Jindal Cotex Ltd, ,25/12/2020,30/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,MMTC,MMTC Limited, ,17/12/2020,24/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
BE,TWL,Titagarh Wagons Limited, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,BGLOBAL,Bharatiya Global Info Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SYNCOM,Syncom Healthcare Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,DATAMATICS,Datamatics Global Ser.Ltd, ,20/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SMPL,Splendid Metal Prod. Ltd, ,28/12/2020,28/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,JPINFRATEC,Jaypee Infratech Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
BE,ZEELEARN,Zee Learn Limited, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,ASIANHOTNR,Asian Hotels (North) Ltd, ,19/12/2020,24/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,PRAKASHSTL,Prakash Steelage Ltd, ,17/12/2020,23/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
BE,IL&FSTRANS,IL&FS Trans Net Ltd, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,TI,Tilaknagar Industries Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,RKDL,Ravi Kumar Distilleries, ,16/12/2020,23/12/2020,14/12/2020, , ,ANNUAL GENERAL MEETING   
BE,RESPONIND,Responsive Industries Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,AGM/DIV - RS 0.07 PER SH 
BE,KSERASERA,KSS Limited, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,INVENTURE,Inventure Gro & Sec Ltd, ,18/12/2020,26/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SEZAL,Sezal Glass Limited, ,26/12/2020,29/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,JISLDVREQS,Jain DVR Equity Shares, ,21/12/2020,30/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SANGHVIFOR,Sanghvi For & Eng Ltd, ,15/12/2020,24/12/2020,11/12/2020, , ,ANNUAL GENERAL MEETING   
BE,ONELIFECAP,Onelife Cap Advisors Ltd, ,22/12/2020,29/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
BE,MTEDUCARE,MT Educare Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
BE,THOMASCOTT,Thomas Scott (India) Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,HUBTOWN,Ackruti City Limited, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
BE,TGBHOTELS,Bhagwati Banquets And Hot, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SHIRPUR-G,AgeeGoldRefn-Roll Sett, ,24/12/2020,31/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,VIVIDHA,Visagar Polytex Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,UJAAS,Ujaas Energy Limited, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,NDL,Nandan Denim Limited, ,26/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,LYPSAGEMS,Lypsa Gems & Jewel Ltd, ,23/12/2020,30/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,MODTHREAD,Modern Thread Ltd., ,21/12/2020,28/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SKIL,SKIL Infrastr. Ltd., ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,ARCOTECH,Arcotech Limited, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,CCHHL,Country Club Hosp Hol Ltd, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,JMA,Jullundur Mot Agency Ltd,24/12/2020, , ,23/12/2020, , ,BUY BACK                 
BE,MANPASAND,Manpasand Beverages Ltd., ,28/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,PRABHAT,Prabhat Dairy Limited, ,21/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,MFSL,Max Fin Serv Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,KRIDHANINF,Kridhan Infra Limited, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,MAJESCO,Majesco Limited,25/12/2020, , ,23/12/2020, , ,INTDIV-RS 974 PER SH     
BE,ORTINLABSS,Ortin Laboratories Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,STAMPEDE,Stampede Capital Ltd, ,22/12/2020,29/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
BE,NAGAFERT,Nagarjun Fert and Che Ltd, ,23/12/2020,30/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SETCO,Setco Automotive Ltd, ,22/12/2020,28/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
BE,MAXVIL,Max Ventures and Inds Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,MAHASTEEL,Mahamaya Steel Inds Ltd, ,17/12/2020,23/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
BE,ITDC,India Tour. Dev. Co. Ltd., ,28/12/2020,30/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SCAPDVR,Stampede Capital Limited, ,22/12/2020,29/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
BE,MTNL,MAHANAGAR TELEPHONE NIGAM, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,JBFIND,JBF INDUSTRIES LTD, ,23/12/2020,30/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,RCF,RASHTRIYA CHEMICALS & FER,23/12/2020, , ,22/12/2020, , ,AGM/DIV - RS 2.84 PER SH 
BE,GMDCLTD,Gujarat Min. Dev. Corpn , ,24/12/2020,31/12/2020,22/12/2020, , ,AGM/DIV - RS 2 PER SH    
BE,IVRCLINFRA,IVRCL Limited, ,29/12/2020,31/12/2020,24/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SICAL,Sical Logistics Limited, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,DCW,DCW Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,HCLTECH,HCL Technologies Ltd.,23/01/2021, , ,21/01/2021, , ,INTERIM DIVIDEND         
BE,ENGINERSIN,Engineers India-Depo,01/01/2021, , ,31/12/2020, , ,BUYBACK                  
BE,VISESHINFO,Visesh Infotecnics Limite, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,MADRASFERT,Madras Fertilizers Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,PANACEABIO,Panacea Biotec Ltd., ,17/12/2020,24/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
BE,ASHAPURMIN,Ashapura Minechem Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,DSKULKARNI,DS Kulkarni Dev. Ltd., ,24/12/2020,31/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,ARENTERP,RajdarshanIndus-RollSett, ,19/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,AUTORIDFIN,Autoriders Finance Ltd, ,24/12/2020,31/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,GAMMONIND,Gammon India Ltd., ,22/12/2020,29/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
BE,MANGTIMBER,Mangalam Timber Pro Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,ZODIACLOTH,Zodiac Clothing Co. Ltd, ,19/12/2020,28/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,TOKYOPLAST,Tokyo Plast Intl Ltd, ,23/12/2020,30/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,RAJESHEXPO,Rajesh Exports Ltd-Depo, ,25/12/2020,31/12/2020,23/12/2020, , ,DIV - RE 1 PER SH        
BE,MELSTAR,Melstar Info Tec Ltd, ,24/12/2020,31/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,REGENCERAM,Regency Ceramics Ltd., ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SANDESH,Sandesh Ltd, ,18/12/2020,30/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
BE,JAICORPLTD,Jai Corp Limited, ,22/12/2020,28/12/2020,18/12/2020, , ,DIV - RS 0.50 PER SH     
BE,PEARLPOLY,Pearl Polymers Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,HITECHGEAR,HitechGearsLtd-Roll Sett, ,20/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,RAJSREESUG,Rajshree Sugars & Chem, ,22/12/2020,28/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
BE,CUBEXTUB,CubexTubingsLtd-RollSett, ,17/12/2020,23/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SALSTEEL,S.A.L. Steel Ltd., ,11/12/2020,23/12/2020,09/12/2020, , ,ANNUAL GENERAL MEETING   
BE,JISLJALEQS,Equity shares of Rs.10/-, ,21/12/2020,30/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,BLUEBLENDS,Blue Blends (I) Ltd, ,26/12/2020,29/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,ATCOM,ATCOMTECH- Depo, ,23/12/2020,30/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,GUJRAFFIA,Gujarat Raffia-Roll Sett, ,29/12/2020,04/01/2021,24/12/2020, , ,EXTRA GENERAL MEETING    
BE,PSL,PSL Limited, ,25/12/2020,30/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,OPTOCIRCUI,Opto Circuits (I) Ltd., ,29/12/2020,31/12/2020,24/12/2020, , ,ANNUAL GENERAL MEETING   
BE,RADAAN,RADAAN MEDIAWORKS (I) LTD, ,17/12/2020,24/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
BE,VIVIMEDLAB,Vivimed Labs Limited, ,25/12/2020,30/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,NSIL,Nalwa Sons Investments Li, ,21/12/2020,24/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SIMPLEXINF,Simplex Infrastructures L, ,22/12/2020,30/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
BE,HCC,Hindustan Construc Co., ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
BE,KOHINOOR,Kohinoor Foods Limited, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,BARTRONICS,Bartronics India Limited, ,28/12/2020,29/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,GDL,Gateway Distriparks Ltd.,06/01/2021, , ,05/01/2021, , ,INTERIM DIVIDEND         
BE,3IINFOTECH,3i Infotech Ltd., ,16/12/2020,23/12/2020,14/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SANWARIA,Sanwaria Consumer Ltd., ,17/12/2020,24/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
BE,CYBERMEDIA,Cyber Media (India) Ltd., ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,PREMIER,Premier Limited, ,23/12/2020,30/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SHAHALLOYS,Shah Alloys Limited, ,11/12/2020,23/12/2020,09/12/2020, , ,ANNUAL GENERAL MEETING   
BE,PAEL,PAE Limited, ,23/12/2020,30/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,HDIL,Housing Development and I, ,23/12/2020,23/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,KAVVERITEL,Kavveri Telecom Products, ,24/12/2020,31/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,ARIHANT,Arihant Foundations & Hou, ,17/12/2020,23/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
BE,OMAXE,Omaxe Limited, ,19/12/2020,24/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BE,SATHAISPAT,Sathavahana Ispat Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BE,VISUINTL,Visu International Limite, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,PRAENG,Prajay Engineers Syndicat, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BE,BFUTILITIE,BF Utilities Limited, ,30/12/2020,30/12/2020,28/12/2020, , ,ANNUAL GENERAL MEETING   
BE,ATLANTA,Atlanta  Limited, ,16/12/2020,23/12/2020,14/12/2020, , ,ANNUAL GENERAL MEETING   
BE,WEBELSOLAR,Websol Energy System Ltd, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,ANANTRAJ,Anant Raj Industries Limi, ,24/12/2020,30/12/2020,22/12/2020, , ,AGM/DIV - RE 0.08 PER SH 
BE,BINANIIND,Binani Industries Limited, ,22/12/2020,29/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
BE,MIC,MIC Electronics Limited, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BE,ENERGYDEV,Energy Development Compan, ,22/12/2020,28/12/2020,18/12/2020, , ,AGM/DIV - RS 0.50 PER SH 
BZ,JINDCOT,Jindal Cotex Ltd, ,25/12/2020,30/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,GAMMONIND,Gammon India Ltd., ,22/12/2020,29/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,POCHIRAJU,Pochiraju Industries Limi, ,20/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,NAGAFERT,Nagarjun Fert and Che Ltd, ,23/12/2020,30/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,BINANIIND,Binani Industries Limited, ,22/12/2020,29/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,SATHAISPAT,Sathavahana Ispat Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,SANWARIA,Sanwaria Consumer Ltd., ,17/12/2020,24/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,SUJANAUNI,Sujana Universal Industri, ,28/12/2020,28/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,KSERASERA,KSS Limited, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,SYNCOM,Syncom Healthcare Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,IL&FSTRANS,IL&FS Trans Net Ltd, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,BLUEBLENDS,Blue Blends (I) Ltd, ,26/12/2020,29/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,KOHINOOR,Kohinoor Foods Limited, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,MANPASAND,Manpasand Beverages Ltd., ,28/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,BARTRONICS,Bartronics India Limited, ,28/12/2020,29/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,HDIL,Housing Development and I, ,23/12/2020,23/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,MELSTAR,Melstar Info Tec Ltd, ,24/12/2020,31/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,ORCHPHARMA,Orchid Pharma Limited, ,23/12/2020,30/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,SMPL,Splendid Metal Prod. Ltd, ,28/12/2020,28/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,VISUINTL,Visu International Limite, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,SEZAL,Sezal Glass Limited, ,26/12/2020,29/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
BZ,DSKULKARNI,DS Kulkarni Dev. Ltd., ,24/12/2020,31/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
E1,ABFRLPP,Aditya Birla Rs.5 ppd up,08/01/2021, , ,07/01/2021, , ,FRSTCALL-RS 27.50 PER SH 
EQ,HEMIPROP,Hemisphere Prop Ind Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,VALIANTORG,Valiant Organics Limited,28/12/2020, , ,24/12/2020, , ,BONUS 1:1                
EQ,ORCHPHARMA,Orchid Pharma Limited, ,23/12/2020,30/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SPICEJET,Spicejet Limited, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SEYAIND,Seya Industries Limited, ,20/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,GFSTEELS,Grand Foundry Ltd, ,17/12/2020,23/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,DPWIRES,D P Wires Limited, ,23/12/2020,31/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,GBGLOBAL,GB Global Limited, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,MIC,MIC Electronics Limited, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,ENERGYDEV,Energy Development Compan, ,22/12/2020,28/12/2020,18/12/2020, , ,AGM/DIV - RS 0.50 PER SH 
EQ,GATI,GATI Limited, ,22/12/2020,28/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,POCHIRAJU,Pochiraju Industries Limi, ,20/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,BVCL,Barak Valley Cements Limi, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,GLOBALVECT,Global Vectra Helicorp Li, ,28/12/2020,29/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,MADHAV,Madhav Marbles and Granit, ,19/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,REFEX,Refex Industries Limited, ,25/12/2020,29/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SUJANAUNI,Sujana Universal Industri, ,28/12/2020,28/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,BANG,Bang Overseas Limited, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,JAYNECOIND,Jayaswal Neco Industr Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,GOLDENTOBC,Golden Tobacco Limited, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,KWALITY,Kwality Limited, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,MMTC,MMTC Limited, ,17/12/2020,24/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,JINDCOT,Jindal Cotex Ltd, ,25/12/2020,30/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,TWL,Titagarh Wagons Limited, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SYNCOM,Syncom Healthcare Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,BGLOBAL,Bharatiya Global Info Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,DATAMATICS,Datamatics Global Ser.Ltd, ,20/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SMPL,Splendid Metal Prod. Ltd, ,28/12/2020,28/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,JPINFRATEC,Jaypee Infratech Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,ZEELEARN,Zee Learn Limited, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,ASIANHOTNR,Asian Hotels (North) Ltd, ,19/12/2020,24/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,PRAKASHSTL,Prakash Steelage Ltd, ,17/12/2020,23/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,IL&FSTRANS,IL&FS Trans Net Ltd, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,TI,Tilaknagar Industries Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,RKDL,Ravi Kumar Distilleries, ,16/12/2020,23/12/2020,14/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,RESPONIND,Responsive Industries Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,AGM/DIV - RS 0.07 PER SH 
EQ,KSERASERA,KSS Limited, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,INVENTURE,Inventure Gro & Sec Ltd, ,18/12/2020,26/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SEZAL,Sezal Glass Limited, ,26/12/2020,29/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,JISLDVREQS,Jain DVR Equity Shares, ,21/12/2020,30/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SANGHVIFOR,Sanghvi For & Eng Ltd, ,15/12/2020,24/12/2020,11/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,ONELIFECAP,Onelife Cap Advisors Ltd, ,22/12/2020,29/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,MTEDUCARE,MT Educare Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,THOMASCOTT,Thomas Scott (India) Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,HUBTOWN,Ackruti City Limited, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,TGBHOTELS,Bhagwati Banquets And Hot, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,SHIRPUR-G,Agee Gold Refiners Ltd., ,24/12/2020,31/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,VIVIDHA,Visagar Polytex Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,UJAAS,Ujaas Energy Limited, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,NDL,Nandan Denim Limited, ,26/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
EQ,LYPSAGEMS,Lypsa Gems & Jewel Ltd, ,23/12/2020,30/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
