GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
L,PETRONET LNG LIMITED,       261.50,       267.15,-2.11
L,LUPIN LIMITED,       948.25,       967.45,-1.98
L,ADANI TRANSMISSION LTD,       431.90,       440.05,-1.85
L,BHARTI INFRATEL LTD.,       240.20,       244.70,-1.84
L,POWER FIN CORP LTD.,       115.95,       118.05,-1.78
L,BANDHAN BANK LIMITED,       403.90,       411.00,-1.73
L,MARICO LIMITED,       394.05,       400.40,-1.59
L,AUROBINDO PHARMA LTD,       896.15,       910.00,-1.52
L,CADILA HEALTHCARE LIMITED,       465.05,       472.00,-1.47
L,NMDC LTD.,       107.80,       109.35,-1.42
L,BOSCH LIMITED,     13246.35,     13436.40,-1.41
L,CONTAINER CORP OF IND LTD,       404.55,       410.35,-1.41
L,BAJAJ HOLDINGS & INVS LTD,      3074.90,      3112.15,-1.2
L,BIOCON LIMITED.,       445.45,       450.60,-1.14
L,PIRAMAL ENTERPRISES LTD,      1483.45,      1500.25,-1.12
L,GODREJ CONSUMER PRODUCTS,       706.50,       714.45,-1.11
L,INFO EDGE (I) LTD,      4269.15,      4315.85,-1.08
L,HINDUSTAN ZINC LIMITED,       237.50,       240.00,-1.04
L,TATA CONSUMER PRODUCT LTD,       562.75,       567.85,-0.9
L,DLF LIMITED,       206.50,       208.15,-0.79
L,MOTHERSON SUMI SYSTEMS LT,       158.05,       159.20,-0.72
L,TORRENT PHARMACEUTICALS L,      2671.55,      2690.90,-0.72
L,HAVELLS INDIA LIMITED,       819.90,       825.80,-0.71
L,ADANI GREEN ENERGY LTD,      1098.65,      1106.25,-0.69
L,BERGER PAINTS (I) LTD,       668.15,       672.20,-0.6
L,UNITED SPIRITS LIMITED,       586.30,       588.85,-0.43
L,HINDUSTAN PETROLEUM CORP,       215.85,       216.70,-0.39
L,ALKEM LABORATORIES LTD.,      2910.40,      2921.10,-0.37
L,L&T INFOTECH LIMITED,      3261.45,      3270.95,-0.29
L,PIDILITE INDUSTRIES LTD,      1611.15,      1615.20,-0.25
 , , , , 
 ,OTHER SECURITIES, , , 
 , , , , 
G,NHB 8.90 NCD TR II SR 3 B,      8880.00,      7400.00,20
G,WELSPUN INV & COMM LTD,       353.10,       294.25,20
G,SETUBANDHAN INFRA LTD,          .90,          .75,20
G,SUMIT WOODS LIMITED,        13.20,        11.00,20
G,ALCHEMIST LTD,         6.60,         5.50,20
G,WEIZMANN LTD,        41.15,        34.30,19.97
G,AGRI-TECH (INDIA) LIMITED,        46.30,        38.60,19.95
G,8.72% UNSECURED NCD,      1370.80,      1143.00,19.93
G,MALU PAPER MILLS LIMITED,        33.10,        27.60,19.93
G,ADHUNIK INDUSTRIES LTD,        30.10,        25.10,19.92
G,ZENITH EXPORTS LTD,        58.10,        48.45,19.92
G,LOKESH MACHINES LTD,        30.75,        25.65,19.88
G,DCM LTD,        26.90,        22.45,19.82
G,JAIPRAKASH ASSOCIATES LTD,         5.75,         4.80,19.79
G,JAYPEE INFRATECH LTD,         1.85,         1.55,19.35
G,COUNTRY CLUB HOSP HOL LTD,         5.25,         4.40,19.32
G,B.C. POWER CONTROLS LTD,         6.50,         5.45,19.27
G,LGB FORGE LIMITED,         4.40,         3.70,18.92
G,BHARAT GEARS LTD.,        72.20,        60.85,18.65
G,ASTRON PAPER BORD MIL LTD,        56.25,        47.50,18.42
G,NILA SPACES LIMITED,         1.65,         1.40,17.86
G,SUVEN LIFE SCIENCES LTD,        73.75,        62.80,17.44
G,CENTURY EXTRUSIONS LTD,         6.80,         5.80,17.24
G,BIRLA TYRES LIMITED,        26.25,        22.45,16.93
G,CANARA BANK,       137.00,       117.40,16.7
G,LLOYDS STEELS IND. LTD.,         1.05,          .90,16.67
G,VIJI FINANCE LIMITED,          .70,          .60,16.67
G,PRAKASH STEELAGE LTD,         1.05,          .90,16.67
G,SORIL INFRA RESOURCES LTD,       114.90,        99.60,15.36
G,GOODYEAR INDIA LIMITED,      1148.60,       997.65,15.13
 , , , , 
L,SEC RED NCD ZC SR. VIII,       784.00,       980.00,-20
L,SUNDARMAMC - M15RG,         6.41,         7.09,-9.59
L,UNS RED NCD 9.40% SR. V,       650.00,       715.00,-9.09
L,SUNDARMAMC - M15RD,         6.21,         6.78,-8.41
L,VISAGAR POLYTEX LTD,          .55,          .60,-8.33
L,ELGI RUBBER CO. LTD,        21.20,        23.00,-7.83
L,ADANI POWER LTD,        52.40,        56.80,-7.75
L,SUNDARMAMC - M17RD,         6.01,         6.51,-7.68
L,IFCI LTD,         8.05,         8.70,-7.47
L,OLECTRA GREENTECH LIMITED,       106.35,       114.80,-7.36
L,SADBHAV ENGINEERING LTD,        65.05,        70.05,-7.14
L,ATAL REALTECH LIMITED,        41.45,        44.60,-7.06
L,SEC RED NCD 8.56% SR. V,       316.14,       339.78,-6.96
L,SADBHAV INFRA PROJ LTD.,        21.80,        23.40,-6.84
L,AGARWAL INDS CORP LTD.,       101.75,       109.20,-6.82
L,SE RE NCD 8.60% SR.IV O8,      1068.00,      1145.00,-6.72
L,SMS LIFESCIENCES (I) LTD,       647.80,       694.15,-6.68
L,BHANDARI HOSIERY EXP LTD,         1.40,         1.50,-6.67
L,RATTANINDIA POWER LIMITED,         2.15,         2.30,-6.52
L,KIOCL LIMITED,       123.15,       131.50,-6.35
L,DHANI RS.1.10 PPD UP,       140.65,       150.00,-6.23
L,FORCE MOTORS LIMITED,      1418.70,      1511.35,-6.13
L,TILAKNAGAR INDUSTRIES LTD,        22.80,        24.25,-5.98
L,SHEMAROO ENTER. LTD.,        77.90,        82.85,-5.97
L,ZUARI AGRO CHEMICALS LTD,       101.85,       108.30,-5.96
L,ADF FOODS LIMITED,       583.80,       619.30,-5.73
L,RKEC PROJECTS LIMITED,        34.85,        36.95,-5.68
L,PATEL INT. LOG. LTD,        26.60,        28.20,-5.67
L,SOM DIST & BREW LTD,        32.70,        34.65,-5.63
L,CREATIVE PERI & DIST LTD.,       121.35,       128.45,-5.53
