GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
G,BANK OF BARODA,        67.15,        67.00,0.22
G,BHARTI INFRATEL LTD.,       246.90,       246.35,0.22
G,DABUR INDIA LTD,       513.85,       513.60,0.05
G,UNITED BREWERIES LTD,      1158.55,      1158.10,0.04
G,PETRONET LNG LIMITED,       266.85,       266.75,0.04
G,ORACLE FIN SERV SOFT LTD.,      3133.60,      3133.45,0
 , , , , 
L,INTERGLOBE AVIATION LTD,      1659.80,      1715.10,-3.22
L,INDRAPRASTHA GAS LTD,       483.15,       495.45,-2.48
L,ICICI LOMBARD GIC LIMITED,      1455.70,      1489.75,-2.29
L,ICICI PRU LIFE INS CO LTD,       480.15,       490.25,-2.06
L,HDFC AMC LIMITED,      2790.80,      2841.80,-1.79
L,AUROBINDO PHARMA LTD,       874.45,       889.40,-1.68
L,PUNJAB NATIONAL BANK,        40.60,        41.25,-1.58
L,NMDC LTD.,       114.95,       116.65,-1.46
L,MARICO LIMITED,       408.50,       414.10,-1.35
L,GENERAL INS CORP OF INDIA,       140.85,       142.75,-1.33
L,COLGATE PALMOLIVE LTD.,      1604.95,      1625.45,-1.26
L,AVENUE SUPERMARTS LIMITED,      2640.05,      2671.95,-1.19
L,ALKEM LABORATORIES LTD.,      2898.50,      2929.25,-1.05
L,TATA CONSUMER PRODUCT LTD,       571.30,       577.00,-0.99
L,HINDUSTAN PETROLEUM CORP,       226.45,       228.70,-0.98
L,ABBOTT INDIA LIMITED,     16379.20,     16504.90,-0.76
L,INFO EDGE (I) LTD,      4639.05,      4672.55,-0.72
L,CADILA HEALTHCARE LIMITED,       466.85,       469.85,-0.64
L,SIEMENS LTD,      1536.45,      1544.45,-0.52
L,PIDILITE INDUSTRIES LTD,      1620.45,      1627.30,-0.42
L,POWER FIN CORP LTD.,       120.90,       121.35,-0.37
L,P&G HYGIENE & HEALTH CARE,     11375.50,     11403.45,-0.25
L,UNITED SPIRITS LIMITED,       594.30,       595.65,-0.23
L,GODREJ CONSUMER PRODUCTS,       722.80,       723.25,-0.06
 , , , , 
 ,OTHER SECURITIES, , , 
 , , , , 
G,AARVEE DEN. & EXP. LTD,        19.80,        16.50,20
G,BURGER KING INDIA LIMITED,       162.00,       135.00,20
G,CYBERTECH SYSTEMS & SOFTW,       137.55,       114.65,19.97
G,HINDUSTAN CONSTRUCTION CO,        10.35,         8.65,19.65
G,DYNACONS SYS & SOLN LTD,        64.80,        54.20,19.56
G,ALPS INDUSTRIES LTD,         1.55,         1.30,19.23
G,BHAGYANAGAR INDIA LIMITED,        32.80,        27.90,17.56
G,TAX FREE 7.07% SR. 102,      1299.00,      1118.00,16.19
G,SIGMA SOLVE LIMITED,        51.50,        45.00,14.44
G,SUNDARAM CLAYTON LIMITED,      2512.70,      2200.80,14.17
G,KESORAM INDUSTRIES LTD,        59.90,        52.65,13.77
G,DOLLAR INDUSTRIES LIMITED,       208.50,       183.55,13.59
G,ONWARD TECHNOLOGIES LTD,        93.50,        82.40,13.47
G,SHARE IND. SECURITIES LTD,       171.05,       151.05,13.24
G,REVATHI EQUIPMENT LTD,       498.45,       442.10,12.75
G,GOLDEN TOBACCO LIMITED,        35.15,        31.25,12.48
G,SIYARAM SILK MILLS LTD,       201.25,       180.40,11.56
G,TEXMACO RAIL & ENG. LTD.,        33.65,        30.25,11.24
G,HONDA I POWER PRODUCT LTD,      1173.45,      1060.35,10.67
G,CREST VENTURES LIMITED,       107.45,        97.15,10.6
G,MURUDESHWAR CERAMICS LTD,        21.40,        19.35,10.59
G,SEC RED NCD 9.15% SR III,       189.00,       171.01,10.52
G,SMS PHARMACEUTICALS LTD.,       106.75,        96.80,10.28
G,PRESSMAN ADVERTISING LTD,        26.65,        24.20,10.12
G,ASAHI SONGWON COLOR LTD,       268.20,       243.75,10.03
G,PROSEED INDIA LIMITED,          .55,          .50,10
G,JHS SVEND. LAB. LTD,        24.20,        22.00,10
G,SUNDARMAMC - M17RG,         5.94,         5.40,10
G,WEBSOL ENERGY SYSTEM LTD,        33.60,        30.55,9.98
G,SUNDARMAMC - M15RD,         6.39,         5.81,9.98
 , , , , 
L,SEC RED NCD SR. 8B,       400.00,       500.00,-20
L,UNS RED NCD 9.25% SR. I,       593.00,       705.00,-15.89
L,INVENTURE GRO & SEC LTD,        20.20,        23.90,-15.48
L,SEC RED NCD 8.65% SR. VI,       323.00,       372.50,-13.29
L,UNS RED NCD SR. III,       775.00,       890.00,-12.92
L,RATTANINDIA POWER LIMITED,         2.05,         2.30,-10.87
L,WELSPUN INV & COMM LTD,       399.75,       444.15,-10
L,LAMBODHARA TEXTILES LTD.,        49.20,        54.65,-9.97
L,CORAL INDIA FIN & HOUS LT,        28.25,        31.35,-9.89
L,JAIPRAKASH POWER VEN. LTD,         3.70,         4.10,-9.76
L,LTAMC - LTMFEOF2R,        10.30,        11.35,-9.25
L,LTAMC - LTMFEOFR,         9.70,        10.61,-8.58
L,USHANTI COLOUR CHEM LTD,        28.50,        31.10,-8.36
L,SUNDARMAMC - EC2RG,         5.01,         5.45,-8.07
L,VARDHMAN POLYTEX LTD.,        10.00,        10.85,-7.83
L,INDOWIND ENERGY LTD,         4.25,         4.60,-7.61
L,DPSC LIMITED,        10.95,        11.85,-7.59
L,DCM LTD,        33.60,        36.35,-7.57
L,LGB FORGE LIMITED,         3.70,         4.00,-7.5
L,WATERBASE LIMITED,       131.30,       141.75,-7.37
L,MMTC LIMITED,        24.10,        25.95,-7.13
L,SICAL LOGISTICS LIMITED,        18.70,        20.10,-6.97
L,BHANDARI HOSIERY EXP LTD,         1.35,         1.45,-6.9
L,SUMIT WOODS LIMITED,        10.80,        11.60,-6.9
L,PRADIP OVERSEAS LTD,          .70,          .75,-6.67
L,FCS SOFTWARE SOLN. LTD.,          .70,          .75,-6.67
L,GTL INFRA.LTD,          .70,          .75,-6.67
L,GAMMON INFRA PROJ LTD.,          .75,          .80,-6.25
L,SEC RED NCD 9.30% SR. 6B,       330.00,       351.01,-5.99
L,COMMERCIAL ENG & CO. LTD,        18.75,        19.90,-5.78
