GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
G,AUROBINDO PHARMA LTD,       875.70,       874.45,0.14
G,ADANI TRANSMISSION LTD,       431.65,       431.10,0.13
G,UNITED SPIRITS LIMITED,       594.85,       594.30,0.09
 , , , , 
L,PUNJAB NATIONAL BANK,        37.95,        40.60,-6.53
L,P&G HYGIENE & HEALTH CARE,     11205.55,     11375.50,-1.49
L,CONTAINER CORP OF IND LTD,       407.85,       412.90,-1.22
L,BANK OF BARODA,        66.40,        67.15,-1.12
L,PETRONET LNG LIMITED,       264.10,       266.85,-1.03
L,INFO EDGE (I) LTD,      4601.15,      4639.05,-0.82
L,ORACLE FIN SERV SOFT LTD.,      3112.15,      3133.60,-0.68
L,BHARTI INFRATEL LTD.,       245.30,       246.90,-0.65
L,ABBOTT INDIA LIMITED,     16276.60,     16379.20,-0.63
L,POWER FIN CORP LTD.,       120.25,       120.90,-0.54
L,AVENUE SUPERMARTS LIMITED,      2627.05,      2640.05,-0.49
L,BANDHAN BANK LIMITED,       410.15,       412.15,-0.49
L,HINDUSTAN ZINC LIMITED,       242.15,       243.25,-0.45
L,MOTHERSON SUMI SYSTEMS LT,       156.75,       157.30,-0.35
L,NMDC LTD.,       114.60,       114.95,-0.3
L,GODREJ CONSUMER PRODUCTS,       720.65,       722.80,-0.3
L,INTERGLOBE AVIATION LTD,      1655.85,      1659.80,-0.24
L,AMBUJA CEMENTS LTD,       247.25,       247.60,-0.14
L,UNITED BREWERIES LTD,      1157.15,      1158.55,-0.12
L,ALKEM LABORATORIES LTD.,      2896.10,      2898.50,-0.08
L,ACC LIMITED,      1633.10,      1634.45,-0.08
L,DABUR INDIA LTD,       513.65,       513.85,-0.04
 , , , , 
 ,OTHER SECURITIES, , , 
 , , , , 
G,BURGER KING INDIA LIMITED,       194.40,       162.00,20
G,MADHAV MARBLE & GRANITE,        39.00,        32.50,20
G,VARDHMAN POLYTEX LTD.,        12.00,        10.00,20
G,RAVI KUMAR DIST. LTD.,         9.60,         8.00,20
G,DYNACONS SYS & SOLN LTD,        77.75,        64.80,19.98
G,GOLDEN TOBACCO LIMITED,        42.15,        35.15,19.91
G,AMD INDUSTRIES LIMITED,        20.30,        16.95,19.76
G,SURANA TELECOM AND POW LT,         4.85,         4.05,19.75
G,GOKUL AGRO RESOURCES LTD,        20.75,        17.40,19.25
G,SHRIRAM EPC LTD.,         5.00,         4.20,19.05
G,ARO GRANITE IND. LTD.,        48.35,        40.90,18.22
G,GSS INFOTECH LIMITED,        53.60,        45.45,17.93
G,MAZAGON DOCK SHIPBUIL LTD,       220.30,       191.05,15.31
G,GOKALDAS EXPORTS LTD.,        95.10,        82.65,15.06
G,LUMAX AUTO TECH LTD,       133.95,       116.60,14.88
G,TAINWALA CHEMICAL AND PLA,        83.75,        73.25,14.33
G,HINDUSTAN COPPER LTD,        58.25,        51.30,13.55
G,DONEAR IND. LIMITED,        37.55,        33.15,13.27
G,SORIL INFRA RESOURCES LTD,       113.80,       101.25,12.4
G,WESTLIFE DEVELOPMENT LTD,       469.70,       418.10,12.34
G,INDOSTAR CAPITAL FIN LTD,       350.25,       311.95,12.28
G,MONTE CARLO FASHIONS LTD.,       269.90,       241.60,11.71
G,SEC RED NCD 9.30% SR. 6B,       368.41,       330.00,11.64
G,DHANI RS.1.10 PPD UP,       143.55,       128.90,11.37
G,INDIABULLS REAL EST. LTD,        76.30,        68.65,11.14
G,PREMIER POLYFILM LTD,        46.45,        41.80,11.12
G,SUNDARAM FINANCE HOLD LTD,        78.05,        70.25,11.1
G,INDIAN CARD CLOTHING CO.,       126.15,       113.70,10.95
G,SEC RED NCD 9.12% SR. I,      1110.00,      1001.60,10.82
G,CENTUM ELECTRONICS LTD,       404.45,       365.70,10.6
 , , , , 
L,8.18% SEC RED BOND S1A,      1400.00,      1750.00,-20
L,UNS RED NCD 9.12% SR. IX,       658.80,       800.00,-17.65
L,NHB 8.90 NCD TR II SR 3 B,      7500.00,      8880.00,-15.54
L,SEC RED NCD 8.75% SR. IV,       835.25,       985.00,-15.2
L,SEC RED NCD 9.05% SR. II,       165.00,       189.00,-12.7
L,SUNDARMAMC - M17RD,         6.21,         6.90,-10
L,SICAL LOGISTICS LIMITED,        16.85,        18.70,-9.89
L,JAIPRAKASH POWER VEN. LTD,         3.35,         3.70,-9.46
L,SEC RED NCD SR. VII,      1000.00,      1100.00,-9.09
L,SHRENIK LIMITED,         4.55,         5.00,-9
L,SEC RED NCD ZC SR. V,      1008.41,      1100.00,-8.33
L,WELSPUN INV & COMM LTD,       368.80,       399.75,-7.74
L,UNS RED NCD 9.50% SR. VII,       600.00,       649.59,-7.63
L,VIJI FINANCE LIMITED,          .65,          .70,-7.14
L,AIRO LAM LIMITED,        26.60,        28.45,-6.5
L,INVENTURE GRO & SEC LTD,        18.90,        20.20,-6.44
L,MANUGRAPH INDIA LIMITED,        12.20,        13.00,-6.15
L,R M DRIP & SPRINK SYS LTD,        46.20,        49.20,-6.1
L,ONWARD TECHNOLOGIES LTD,        88.05,        93.50,-5.83
L,IMAGICAAWORLD ENT LTD,         6.50,         6.90,-5.8
L,LYPSA GEMS & JEWEL LTD,         5.70,         6.05,-5.79
L,SEC RED NCD 8.75% SR.III,       989.40,      1049.95,-5.77
L,COMMERCIAL ENG & CO. LTD,        17.70,        18.75,-5.6
L,SEC RED NCD 9.00% SR. VII,       580.86,       615.00,-5.55
L,0.01% CUM. RED. PREF,         5.20,         5.50,-5.45
L,HINDUSTAN CONSTRUCTION CO,         9.80,        10.35,-5.31
L,9.35% SRNCD SR V B,       749.26,       791.00,-5.28
L,SEC RED NCD 9.60% SR. V,       759.99,       801.00,-5.12
L,ZENITH EXPORTS LTD,        90.25,        95.00,-5
L,JALAN TRANSOLU. INDIA LTD,         2.85,         3.00,-5
