GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
L,ABBOTT INDIA LIMITED,     15697.70,     15727.40,-0.19
L,AUROBINDO PHARMA LTD,       908.35,       909.00,-0.07
 , , , , 
 ,OTHER SECURITIES, , , 
 , , , , 
G,IFGL REFRACTORIES LIMITED,       243.60,       203.00,20
G,PRITISH NANDY COMMUNICATI,        20.40,        17.00,20
G,CESC VENTURES LIMITED,       346.55,       288.80,20
G,KREBS BIOCHEMICALS & IND,       137.75,       114.80,19.99
G,VAISHALI PHARMA LIMITED,        48.65,        40.55,19.98
G,GPT INFRAPROJECTS LTD,        44.20,        36.85,19.95
G,MOHOTA INDUSTRIES LIMITED,        10.25,         8.55,19.88
G,PAISALO DIGITAL LIMITED,       621.65,       520.60,19.41
G,HBL POWER SYSTEMS LTD.,        36.80,        30.90,19.09
G,HINDUSTAN FOODS LIMITED,      1542.45,      1298.50,18.79
G,BHANDARI HOSIERY EXP LTD,         1.90,         1.60,18.75
G,FIRSTSOURCE SOLU. LTD.,       108.95,        91.90,18.55
G,TRIB BHIMJI ZAVERI LTD,        55.90,        47.25,18.31
G,BALMER LAWRIE & CO LTD,       134.05,       116.15,15.41
G,MEP INFRA. DEVELOPERS LTD,        19.15,        16.60,15.36
G,FINEOTEX CHEMICAL LIMITED,        55.15,        48.40,13.95
G,MAAN ALUMINIUM LIMITED,        94.60,        83.55,13.23
G,SEC RED NCD SR. 8B,       440.00,       390.00,12.82
G,TIPS INDUSTRIES LIMITED,       325.25,       288.90,12.58
G,PILANI INV & IND COR LTD,      2824.65,      2512.20,12.44
G,SNOWMAN LOGISTICS LTD.,        58.60,        52.15,12.37
G,LOKESH MACHINES LTD,        36.15,        32.25,12.09
G,WORTH PERIPHERALS LIMITED,        52.70,        47.05,12.01
G,UNS RED NCD 9.40% SR. IV,       179.99,       161.00,11.8
G,SASKEN TECHNOLOGIES LTD,       811.70,       726.85,11.67
G,STEL HOLDINGS LIMITED,        69.20,        62.10,11.43
G,GOLDIAM INTERNATIONAL LTD,       241.85,       217.30,11.3
G,TD POWER SYSTEMS LTD.,       148.45,       133.40,11.28
G,ORIENT BELL LIMITED,       206.25,       185.80,11.01
G,COMMERCIAL ENG & CO. LTD,        18.05,        16.30,10.74
 , , , , 
L,USHANTI COLOUR CHEM LTD,        29.00,        34.50,-15.94
L,IREDA 8.55NCDTR I SR II A,      1325.00,      1479.99,-10.47
L,R M DRIP & SPRINK SYS LTD,        41.55,        46.05,-9.77
L,SEC RED NCD 9.30% SR. II,      1018.00,      1125.00,-9.51
L,SEC RED NCD 9.00% SR. III,       308.80,       340.80,-9.39
L,SHRENIK LIMITED,         4.50,         4.85,-7.22
L,SRNCD SR VII B,      1124.00,      1199.00,-6.26
L,MRS BECTORS FOOD SPE LTD,       559.15,       594.20,-5.9
L,DISH TV INDIA LTD.,        13.90,        14.75,-5.76
L,INDO TECH TRANSFORM LTD.,       114.15,       121.10,-5.74
L,SE RE NCD SR.II OPII,      1103.27,      1168.00,-5.54
L,BOND 9.01%PA TF TR-I S 3B,      7198.00,      7594.66,-5.22
L,SHRIRAM EPC LTD.,         4.55,         4.80,-5.21
L,9.01% TAX FREETRII SR3B,      1434.76,      1511.54,-5.08
L,SEC RED NCD 8.90% SR. I,       350.40,       369.02,-5.05
L,NAGREEKA CAP & INFR.LTD,         5.70,         6.00,-5
L,INNOVATIVE TYRES & TUBES,         9.50,        10.00,-5
L,UNIINFOTELECOMSERVILTD,        24.80,        26.10,-4.98
L,GOI LOAN  3.96% 2022,        77.51,        81.54,-4.94
L,GLOBAL OFFSHORE SERV LTD,         9.70,        10.20,-4.9
L,DEWAN HOUSING FIN CORP LT,        28.30,        29.75,-4.87
L,SEC RED NCD 9.60% SR. V,       666.05,       700.00,-4.85
L,CADSYS (INDIA) LIMITED,        23.65,        24.85,-4.83
L,DEBOCK SALE MARKETING LTD,        13.85,        14.55,-4.81
L,SHYAM TELECOM LIMITED,         7.05,         7.40,-4.73
L,BIRLA TYRES LIMITED,        28.80,        30.20,-4.64
L,ULTRA WIRING CONN SYS LTD,        22.65,        23.75,-4.63
L,VIKAS ECOTECH LIMITED,         4.20,         4.40,-4.55
L,RELIANCE NAVAL & ENGG LTD,         3.15,         3.30,-4.55
L,BETA DRUGS LIMITED,       108.85,       113.95,-4.48
